customer_id,borrower_type,borrower_age_or_company_age,gender_or_company_entity_type,education_or_company_size,income,employment_experience_or_years_in_business,home_ownership_or_business_premises,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_history_length_years,credit_score,previous_loan_defaults_on_file,loan_status
CUST10187,Corporate,19,PLC,Small Enterprise,98704,18,Owned Business Premises,175000,Debt Restructuring,13.89,0.17,21,547,Yes,1
CUST10188,Individual,25,female,High School,53119,1,RENT,172000,HOMEIMPROVEMENT,13.11,0.41,2,597,No,1
CUST10189,Individual,22,female,Bachelor,99087,0,RENT,171600,PERSONAL,13.61,0.22,3,597,No,0
CUST10190,Corporate,10,Private Limited Company,Small Enterprise,103275,9,Owned Business Premises,170000,Healthcare Business Financing,10.4,0.18,8,617,No,0
CUST10191,Individual,24,male,Master,29643,3,OWN,23000,EDUCATION,13.98,0.1,2,597,No,0
CUST10192,Individual,22,female,High School,54957,0,RENT,116000,DEBTCONSOLIDATION,10.59,0.29,4,597,No,1
CUST10193,Corporate,16,Private Limited Company,Small Enterprise,19130,9,Mortgaged Commercial Property,22000,Healthcare Business Financing,7.78,0.08,10,653,No,0
CUST10194,Individual,24,male,High School,40302,2,RENT,22000,EDUCATION,10,0.05,2,597,No,1
CUST10195,Corporate,21,Private Limited Company,Micro Enterprise,15411,15,Leased Business Premises,22100,Healthcare Business Financing,11.18,0.1,18,576,Yes,1
CUST10196,Individual,21,male,Associate,38202,0,MORTGAGE,56000,PERSONAL,7.51,0.16,4,597,No,0
CUST10197,Individual,21,female,Master,33155,0,RENT,22500,EDUCATION,5.42,0.08,4,597,Yes,0
CUST10198,Corporate,12,Private Limited Company,Small Enterprise,17127,10,Pledged Business Asset,22800,Working Capital,11.18,0.09,12,576,Yes,1
CUST10199,Individual,26,male,Master,38488,3,RENT,22900,MEDICAL,9.91,0.08,2,597,Yes,0
CUST10200,Individual,25,female,High School,63508,0,RENT,112000,MEDICAL,12.21,0.19,4,597,Yes,0
CUST10201,Individual,24,male,Associate,42879,0,MORTGAGE,115000,MEDICAL,14.27,0.35,2,597,Yes,0
CUST10202,Individual,22,female,High School,42890,0,MORTGAGE,25000,MEDICAL,7.9,0.12,3,597,Yes,0
CUST10203,Individual,22,female,High School,21470,0,RENT,24000,DEBTCONSOLIDATION,14.27,0.19,4,597,No,1
CUST10204,Individual,22,male,Master,51497,0,RENT,24000,MEDICAL,8.88,0.08,4,597,Yes,0
CUST10205,Corporate,17,PLC,Small Enterprise,64458,13,Mortgaged Commercial Property,24000,Working Capital,11.99,0.17,12,557,Yes,1
CUST10206,Individual,22,female,Associate,48952,3,MORTGAGE,25000,DEBTCONSOLIDATION,12.99,0.1,2,597,Yes,0
CUST10207,Individual,26,male,Associate,41812,4,MORTGAGE,112250,PERSONAL,6.91,0.29,4,597,No,1
CUST10208,Corporate,7,Private Limited Company,Small Enterprise,40398,4,Leased Business Premises,24600,Staff Training & Capacity Building,7.47,0.04,5,636,No,0
CUST10209,Corporate,20,Private Limited Company,Small Enterprise,37393,13,Leased Business Premises,25000,Debt Restructuring,9.35,0.08,12,566,Yes,1
CUST10210,Individual,25,female,Bachelor,53913,4,MORTGAGE,24000,VENTURE,5.79,0.07,4,597,Yes,0
CUST10211,Individual,24,male,Associate,55063,3,MORTGAGE,59200,EDUCATION,11.89,0.17,3,597,Yes,0
CUST10212,Individual,25,male,Bachelor,48977,2,MORTGAGE,115000,HOMEIMPROVEMENT,11.36,0.31,2,597,No,1
CUST10213,Individual,22,male,High School,58312,0,MORTGAGE,57000,EDUCATION,13.48,0.12,3,597,Yes,0
CUST10214,Individual,22,female,Bachelor,29932,3,RENT,56000,HOMEIMPROVEMENT,12.18,0.2,3,597,No,1
CUST10215,Individual,25,male,High School,59932,4,MORTGAGE,56000,EDUCATION,10,0.1,2,597,No,0
CUST10216,Corporate,20,PLC,Medium Enterprise,72936,14,Mortgaged Commercial Property,57000,Debt Restructuring,8.76,0.04,18,662,No,0
CUST10217,Individual,26,male,High School,87452,5,RENT,57000,PERSONAL,9.32,0.08,2,597,Yes,0
CUST10218,Individual,22,male,Master,37042,1,RENT,56400,HOMEIMPROVEMENT,15.99,0.17,2,597,No,1
CUST10219,Corporate,10,Partnership,Small Enterprise,65323,7,Owned Business Premises,112000,Debt Restructuring,8.46,0.07,6,654,No,0
CUST10220,Corporate,7,PLC,Small Enterprise,65701,6,Mortgaged Commercial Property,115000,Healthcare Business Financing,10.41,0.12,10,581,No,0
CUST10221,Individual,24,female,Associate,94130,6,RENT,56800,DEBTCONSOLIDATION,10.99,0.07,3,597,Yes,0
CUST10222,Individual,24,female,Bachelor,67039,2,OWN,21000,VENTURE,8.59,0.01,2,597,Yes,0
CUST10223,Individual,23,male,Bachelor,59512,0,MORTGAGE,111400,VENTURE,17.99,0.19,4,597,No,1
CUST10224,Individual,24,female,Bachelor,59465,4,MORTGAGE,25000,MEDICAL,12.18,0.08,3,597,No,1
CUST10225,Individual,22,female,High School,59683,0,MORTGAGE,60000,EDUCATION,8,0.17,2,597,No,1
CUST10226,Individual,25,female,High School,67327,3,RENT,57200,DEBTCONSOLIDATION,15.27,0.11,3,597,Yes,0
CUST10227,Individual,26,female,Associate,62230,5,MORTGAGE,113000,MEDICAL,15.33,0.21,3,597,No,1
CUST10228,Individual,22,female,Associate,69519,0,MORTGAGE,111400,EDUCATION,12.53,0.16,3,597,Yes,0
CUST10229,Corporate,14,Share Company,Small Enterprise,40505,12,Leased Business Premises,57800,Debt Restructuring,7.81,0.05,16,594,No,0
CUST10230,Individual,22,female,High School,71156,0,MORTGAGE,56400,DEBTCONSOLIDATION,11.01,0.09,4,597,Yes,0
CUST10231,Individual,22,male,Bachelor,26946,0,RENT,58000,MEDICAL,11.49,0.3,3,597,No,1
CUST10232,Corporate,19,Share Company,Large Corporate,27236,16,Owned Business Premises,58000,Premises Improvement,10.25,0.05,18,509,Yes,1
CUST10233,Individual,22,female,High School,36947,0,RENT,58000,VENTURE,12.53,0.22,2,597,Yes,0
CUST10234,Individual,22,female,Bachelor,36951,3,RENT,58000,PERSONAL,9.32,0.22,4,597,No,0
CUST10235,Individual,22,female,High School,56038,0,RENT,58000,DEBTCONSOLIDATION,6.17,0.14,2,597,Yes,0
CUST10236,Individual,24,female,High School,63403,3,RENT,58000,MEDICAL,7.51,0.13,4,597,Yes,0
CUST10237,Individual,25,female,High School,72739,7,OTHER,25000,DEBTCONSOLIDATION,11.14,0.07,3,597,Yes,0
CUST10238,Corporate,8,Sole Proprietor Business,Medium Enterprise,68734,3,Leased Business Premises,58000,Healthcare Business Financing,11.25,0.08,5,518,Yes,1
CUST10239,Corporate,8,Private Limited Company,Medium Enterprise,74143,6,Owned Business Premises,119200,Business Expansion,7.97,0.08,7,624,No,0
CUST10240,Individual,26,female,Associate,104934,3,RENT,58000,PERSONAL,10.36,0.08,3,597,Yes,0
CUST10241,Individual,23,female,Bachelor,54891,0,RENT,59600,EDUCATION,10.25,0.17,2,597,No,0
CUST10242,Corporate,7,PLC,Micro Enterprise,30968,6,Leased Business Premises,60000,Working Capital,11.45,0.1,7,586,Yes,1
CUST10243,Individual,23,male,Associate,36618,0,RENT,60000,PERSONAL,11.48,0.27,4,597,No,1
CUST10244,Corporate,17,PLC,Micro Enterprise,84983,13,Leased Business Premises,57000,Healthcare Business Financing,9.88,0.12,16,649,No,0
CUST10245,Individual,24,female,High School,50202,3,RENT,60000,EDUCATION,6.99,0.2,4,597,Yes,0
CUST10246,Individual,24,male,Bachelor,87378,0,MORTGAGE,56000,DEBTCONSOLIDATION,7.49,0.07,4,597,No,0
CUST10247,Individual,21,female,Bachelor,93207,0,MORTGAGE,58000,PERSONAL,14.96,0.09,3,597,No,0
CUST10248,Individual,26,male,Bachelor,97129,4,MORTGAGE,57000,DEBTCONSOLIDATION,7.51,0.07,2,597,Yes,0
CUST10249,Corporate,10,Private Limited Company,Medium Enterprise,96804,9,Owned Business Premises,23000,Business Expansion,8.86,0.05,7,642,No,0
CUST10250,Individual,25,male,High School,72949,3,RENT,112000,EDUCATION,7.9,0.16,2,597,No,0
CUST10251,Individual,23,male,Master,105194,0,MORTGAGE,112000,EDUCATION,12.73,0.11,2,597,Yes,0
CUST10252,Individual,23,female,High School,106285,0,MORTGAGE,118150,MEDICAL,12.68,0.17,2,597,Yes,0
CUST10253,Individual,25,female,Bachelor,96227,3,MORTGAGE,111200,PERSONAL,14.79,0.12,3,597,No,1
CUST10254,Individual,26,female,Bachelor,42229,2,OWN,25500,PERSONAL,7.51,0.13,2,597,No,0
CUST10255,Corporate,19,Private Limited Company,Small Enterprise,114038,13,Leased Business Premises,235000,Working Capital,7.83,0.16,15,653,No,0
CUST10256,Individual,26,female,High School,60822,3,RENT,113000,MEDICAL,12.09,0.21,3,597,Yes,0
CUST10257,Individual,24,male,Associate,115185,6,OWN,24800,PERSONAL,13.43,0.04,3,597,Yes,0
CUST10258,Corporate,23,Private Limited Company,Small Enterprise,116107,18,Leased Business Premises,59000,Staff Training & Capacity Building,8.51,0.07,18,673,No,0
CUST10259,Corporate,13,PLC,Medium Enterprise,39944,8,Pledged Business Asset,25000,Business Expansion,8.61,0.07,11,598,No,0
CUST10260,Individual,26,male,High School,141961,6,RENT,113800,VENTURE,7.49,0.1,3,597,Yes,0
CUST10261,Individual,24,male,Associate,40173,0,OWN,25600,EDUCATION,14.42,0.14,3,597,No,0
CUST10262,Corporate,17,Private Limited Company,Micro Enterprise,111676,10,Owned Business Premises,22500,Premises Improvement,11.05,0.05,8,562,Yes,1
CUST10263,Individual,25,male,Master,126894,7,MORTGAGE,116000,VENTURE,8.49,0.13,4,597,Yes,0
CUST10264,Individual,23,male,Master,55164,0,RENT,114500,PERSONAL,10.36,0.26,4,597,No,1
CUST10265,Individual,22,male,High School,97855,0,MORTGAGE,174000,MEDICAL,15.99,0.25,4,597,No,1
CUST10266,Individual,24,male,High School,42754,2,RENT,22000,VENTURE,11.01,0.05,2,597,Yes,0
CUST10267,Corporate,18,Sole Proprietor Business,Medium Enterprise,31270,16,Owned Business Premises,21600,Business Expansion,7.8,0.05,17,617,No,0
CUST10268,Individual,26,male,Associate,145055,3,MORTGAGE,175000,EDUCATION,9.76,0.17,3,597,Yes,0
CUST10269,Individual,23,male,Master,150836,3,MORTGAGE,114400,VENTURE,11.01,0.1,2,597,Yes,0
CUST10270,Corporate,11,Private Limited Company,Small Enterprise,166899,8,Leased Business Premises,171600,Healthcare Business Financing,7.42,0.11,9,672,No,0
CUST10271,Individual,23,male,High School,88919,1,RENT,115000,EDUCATION,7.51,0.17,2,597,No,1
CUST10272,Individual,23,male,High School,96933,0,RENT,116000,EDUCATION,11.01,0.17,2,597,Yes,0
CUST10273,Individual,23,male,Associate,202292,2,MORTGAGE,115750,PERSONAL,10.75,0.08,2,597,Yes,0
CUST10274,Individual,24,male,Associate,150945,0,RENT,119200,HOMEIMPROVEMENT,10.99,0.13,3,597,Yes,0
CUST10275,Individual,24,female,Bachelor,8000,1,RENT,22400,VENTURE,16,0.3,4,597,No,1
CUST10276,Individual,23,female,Bachelor,36930,3,RENT,60000,DEBTCONSOLIDATION,15.31,0.27,4,597,No,1
CUST10277,Individual,24,female,Master,45296,2,RENT,110500,EDUCATION,11.01,0.23,4,597,No,0
CUST10278,Individual,21,male,Master,72993,0,MORTGAGE,56000,VENTURE,10.62,0.08,2,597,No,0
CUST10279,Individual,23,female,Bachelor,34588,1,OWN,57500,EDUCATION,11.01,0.22,4,597,Yes,0
CUST10280,Individual,25,female,Bachelor,73033,3,MORTGAGE,60000,EDUCATION,12.21,0.14,3,597,Yes,0
CUST10281,Individual,26,male,Bachelor,39787,1,MORTGAGE,23250,HOMEIMPROVEMENT,6.99,0.08,2,597,Yes,0
CUST10282,Corporate,11,PLC,Medium Enterprise,36954,10,Leased Business Premises,25200,Business Expansion,10.66,0.14,9,566,Yes,1
CUST10283,Individual,26,female,Bachelor,97239,2,OWN,57000,PERSONAL,13.22,0.07,2,597,No,0
CUST10284,Individual,21,male,Bachelor,22700,0,RENT,21500,MEDICAL,12.18,0.07,3,597,No,1
CUST10285,Corporate,23,Share Company,Medium Enterprise,40548,18,Owned Business Premises,24800,Business Expansion,10.81,0.09,19,626,No,0
CUST10286,Corporate,22,Private Limited Company,Medium Enterprise,270827,20,Leased Business Premises,58000,Working Capital,9.49,0.28,24,589,No,0
CUST10287,Corporate,10,Share Company,Medium Enterprise,87306,9,Mortgaged Commercial Property,174000,Healthcare Business Financing,14.32,0.18,9,545,Yes,1
CUST10288,Individual,27,female,Bachelor,98925,7,RENT,170000,HOMEIMPROVEMENT,17.51,0.2,8,597,No,1
CUST10289,Individual,29,female,Bachelor,37620,7,RENT,113000,PERSONAL,14.35,0.35,8,597,No,1
CUST10290,Corporate,24,PLC,Large Corporate,28876,18,Leased Business Premises,23000,Staff Training & Capacity Building,9.26,0.13,21,651,No,0
CUST10291,Corporate,19,Private Limited Company,Large Corporate,41197,18,Owned Business Premises,23000,Business Expansion,10.87,0.14,17,590,Yes,1
CUST10292,Individual,27,female,Associate,41103,3,MORTGAGE,23200,HOMEIMPROVEMENT,12.18,0.08,6,597,Yes,0
CUST10293,Corporate,18,Share Company,Medium Enterprise,44338,13,Pledged Business Asset,24000,Healthcare Business Financing,8.79,0.05,15,656,No,0
CUST10294,Corporate,24,Sole Proprietor Business,Medium Enterprise,43018,17,Owned Business Premises,23600,Staff Training & Capacity Building,8.61,0.17,18,618,No,0
CUST10295,Corporate,15,Share Company,Micro Enterprise,80322,14,Owned Business Premises,111000,Working Capital,9.58,0.15,14,567,No,0
CUST10296,Individual,28,male,Associate,63808,7,RENT,110800,MEDICAL,7.88,0.17,8,597,Yes,0
CUST10297,Individual,28,female,Master,45292,6,OWN,115000,HOMEIMPROVEMENT,13.61,0.33,10,597,Yes,0
CUST10298,Individual,31,male,Bachelor,80385,8,RENT,110500,HOMEIMPROVEMENT,12.69,0.13,10,597,Yes,0
CUST10299,Individual,33,female,Bachelor,45535,15,MORTGAGE,23000,EDUCATION,6.92,0.07,5,597,Yes,0
CUST10300,Individual,28,female,High School,46613,4,MORTGAGE,58400,VENTURE,7.51,0.18,7,597,Yes,0
CUST10301,Individual,31,male,Master,50137,6,MORTGAGE,24000,DEBTCONSOLIDATION,11.01,0.08,5,597,Yes,0
CUST10302,Individual,33,female,Master,56139,6,RENT,25600,PERSONAL,15.27,0.1,9,597,Yes,0
CUST10303,Individual,27,male,Master,28406,7,RENT,56000,MEDICAL,8.9,0.21,6,597,Yes,0
CUST10304,Individual,31,female,Doctorate,66818,9,MORTGAGE,112000,HOMEIMPROVEMENT,7.49,0.18,5,597,Yes,0
CUST10305,Individual,34,female,Bachelor,74831,10,MORTGAGE,59200,HOMEIMPROVEMENT,7.74,0.12,7,597,Yes,0
CUST10306,Individual,32,male,Associate,78891,7,MORTGAGE,112000,VENTURE,7.88,0.15,5,597,Yes,0
CUST10307,Individual,31,male,Bachelor,114900,8,RENT,59450,PERSONAL,6.54,0.08,6,597,Yes,0
CUST10308,Individual,29,female,High School,79030,4,MORTGAGE,112000,PERSONAL,9.62,0.15,5,597,No,0
CUST10309,Individual,28,female,Master,82467,6,MORTGAGE,22500,VENTURE,11.71,0.03,7,597,Yes,0
CUST10310,Individual,31,female,Master,85082,9,MORTGAGE,24625,MEDICAL,10.62,0.05,6,597,Yes,0
CUST10311,Individual,29,male,High School,85080,7,MORTGAGE,56500,DEBTCONSOLIDATION,7.88,0.08,9,597,Yes,0
CUST10312,Individual,29,female,Master,51668,6,RENT,60000,HOMEIMPROVEMENT,15.21,0.19,7,597,No,1
CUST10313,Individual,28,male,High School,87711,5,MORTGAGE,116000,PERSONAL,15.95,0.18,5,597,Yes,0
CUST10314,Individual,33,male,High School,90702,10,MORTGAGE,56000,MEDICAL,7.51,0.07,8,597,Yes,0
CUST10315,Individual,30,male,High School,83579,5,MORTGAGE,58500,HOMEIMPROVEMENT,11.01,0.1,5,597,No,1
CUST10316,Individual,27,male,Bachelor,96184,5,OWN,115000,HOMEIMPROVEMENT,17.14,0.16,8,597,No,0
CUST10317,Individual,28,male,Bachelor,97086,8,MORTGAGE,113000,EDUCATION,13.47,0.13,5,597,Yes,0
CUST10318,Individual,30,male,Bachelor,107617,8,MORTGAGE,57000,EDUCATION,6.62,0.07,6,597,Yes,0
CUST10319,Individual,29,female,Master,113905,6,MORTGAGE,24800,MEDICAL,10.99,0.04,5,597,Yes,0
CUST10320,Individual,31,male,Master,120827,6,MORTGAGE,113000,HOMEIMPROVEMENT,12.61,0.11,7,597,No,0
CUST10321,Corporate,20,Share Company,Small Enterprise,126666,18,Leased Business Premises,56000,Premises Improvement,10.13,0.13,16,597,No,0
CUST10322,Corporate,23,Share Company,Small Enterprise,38079,21,Owned Business Premises,114500,Healthcare Business Financing,11.54,0.1,19,570,Yes,1
CUST10323,Individual,35,male,Master,133018,13,MORTGAGE,59000,DEBTCONSOLIDATION,11.71,0.07,9,597,No,0
CUST10324,Corporate,15,Private Limited Company,Small Enterprise,132980,13,Owned Business Premises,25000,Premises Improvement,9.59,0.1,14,669,No,0
CUST10325,Individual,28,male,Bachelor,168935,6,MORTGAGE,25000,HOMEIMPROVEMENT,11.49,0.03,9,597,Yes,0
CUST10326,Individual,31,female,Bachelor,93377,9,RENT,115000,PERSONAL,8.38,0.16,8,597,Yes,0
CUST10327,Corporate,25,Private Limited Company,Medium Enterprise,108822,21,Leased Business Premises,115000,Healthcare Business Financing,9.29,0.1,21,567,No,0
CUST10328,Corporate,25,Share Company,Medium Enterprise,241032,23,Leased Business Premises,175000,Premises Improvement,11.01,0.05,25,584,No,0
CUST10329,Individual,27,female,Associate,283178,5,MORTGAGE,178000,VENTURE,15.96,0.1,5,597,Yes,0
CUST10330,Individual,29,male,Associate,319204,3,MORTGAGE,175000,PERSONAL,11.26,0.08,10,597,Yes,0
CUST10331,Individual,33,female,Bachelor,80202,13,OWN,23500,HOMEIMPROVEMENT,11.01,0.04,5,597,Yes,0
CUST10332,Individual,29,female,Master,97361,7,MORTGAGE,58000,MEDICAL,7.14,0.08,7,597,Yes,0
CUST10333,Corporate,26,Private Limited Company,Micro Enterprise,68110,20,Owned Business Premises,170000,Debt Restructuring,11.8,0.05,18,571,Yes,1
CUST10334,Individual,27,male,Master,42904,3,RENT,60000,EDUCATION,9.88,0.23,9,597,Yes,0
CUST10335,Individual,35,female,Master,64995,13,MORTGAGE,60000,HOMEIMPROVEMENT,9.91,0.15,9,597,No,0
CUST10336,Corporate,24,Private Limited Company,Small Enterprise,134233,20,Leased Business Premises,110400,Premises Improvement,8.57,0.04,20,594,No,0
CUST10337,Individual,39,male,High School,22489,16,OWN,23975,DEBTCONSOLIDATION,11.97,0.18,15,597,No,1
CUST10338,Individual,44,female,High School,29953,20,OWN,25000,EDUCATION,14.74,0.17,15,597,Yes,0
CUST10339,Individual,39,male,Associate,51416,13,RENT,111000,PERSONAL,13.55,0.21,12,597,No,1
CUST10340,Individual,39,male,Bachelor,52739,17,MORTGAGE,56250,HOMEIMPROVEMENT,7.68,0.12,14,597,No,0
CUST10341,Individual,48,male,Doctorate,39247,24,RENT,58800,MEDICAL,15.62,0.22,11,597,No,1
CUST10342,Individual,36,female,Bachelor,53482,16,RENT,56000,HOMEIMPROVEMENT,11.01,0.11,12,597,No,1
CUST10343,Individual,39,male,High School,73006,13,RENT,24300,DEBTCONSOLIDATION,7.49,0.06,17,597,Yes,0
CUST10344,Individual,39,male,High School,55553,17,RENT,60000,PERSONAL,16.29,0.18,15,597,Yes,0
CUST10345,Individual,40,male,Master,89407,16,MORTGAGE,57125,VENTURE,6.62,0.08,14,597,Yes,0
CUST10346,Individual,47,male,Master,78547,22,RENT,112000,EDUCATION,5.42,0.15,17,597,Yes,0
CUST10347,Corporate,29,Partnership,Medium Enterprise,141310,25,Owned Business Premises,170400,Premises Improvement,9.96,0.08,29,606,No,0
CUST10348,Individual,36,female,High School,145078,13,RENT,116000,HOMEIMPROVEMENT,13.06,0.11,16,597,Yes,0
CUST10349,Individual,39,male,Associate,84921,16,MORTGAGE,112500,VENTURE,7.9,0.15,13,597,Yes,0
CUST10350,Corporate,33,PLC,Micro Enterprise,166521,28,Mortgaged Commercial Property,60000,Business Expansion,7.11,0.05,28,664,No,0
CUST10351,Individual,42,male,Associate,55221,19,RENT,118200,MEDICAL,10.83,0.33,16,597,No,1
CUST10352,Corporate,10,Private Limited Company,Medium Enterprise,84355,8,Owned Business Premises,115000,Staff Training & Capacity Building,9,0.08,7,575,No,0
CUST10353,Individual,30,male,Bachelor,104905,5,RENT,22517,PERSONAL,9.49,0.02,8,597,Yes,0
CUST10354,Individual,27,female,High School,41648,2,RENT,56000,PERSONAL,9.47,0.14,9,597,Yes,0
CUST10355,Corporate,38,Private Limited Company,Micro Enterprise,55455,34,Leased Business Premises,25961,Business Expansion,8.91,0.1,32,694,No,0
CUST10356,Corporate,8,PLC,Medium Enterprise,43537,4,Pledged Business Asset,22161,Healthcare Business Financing,9.16,0.13,7,555,Yes,0
CUST10357,Corporate,20,Partnership,Micro Enterprise,36970,13,Leased Business Premises,25000,Working Capital,8.49,0.11,13,658,No,0
CUST10358,Corporate,22,Private Limited Company,Large Corporate,55779,18,Leased Business Premises,60000,Business Expansion,10.8,0.17,19,626,No,0
CUST10359,Corporate,15,Private Limited Company,Medium Enterprise,50684,11,Pledged Business Asset,25604,Debt Restructuring,9.45,0.08,11,543,Yes,0
CUST10360,Individual,27,male,Bachelor,38573,3,RENT,25000,EDUCATION,8.88,0.13,4,597,Yes,0
CUST10361,Corporate,18,Sole Proprietor Business,Micro Enterprise,61144,14,Owned Business Premises,113000,Healthcare Business Financing,9.7,0.11,13,582,No,0
CUST10362,Individual,22,male,High School,25442,0,RENT,22400,MEDICAL,11.49,0.09,5,597,Yes,0
CUST10363,Individual,30,female,Bachelor,45942,5,RENT,21513,DEBTCONSOLIDATION,9.42,0.03,7,597,Yes,0
CUST10364,Individual,27,female,High School,360845,6,MORTGAGE,117371,VENTURE,14.92,0.05,5,597,Yes,0
CUST10365,Corporate,16,PLC,Medium Enterprise,85017,13,Pledged Business Asset,170000,Working Capital,8.69,0.11,13,604,No,0
CUST10366,Individual,28,female,Associate,76373,3,MORTGAGE,175000,EDUCATION,12.63,0.33,6,597,No,0
CUST10367,Individual,32,male,Bachelor,75418,7,MORTGAGE,23660,EDUCATION,6.7,0.05,8,597,Yes,0
CUST10368,Individual,25,female,Bachelor,40836,0,MORTGAGE,23000,VENTURE,6.53,0.07,2,597,Yes,0
CUST10369,Individual,23,female,Associate,29922,0,RENT,25000,MEDICAL,12.64,0.17,4,597,Yes,0
CUST10370,Individual,23,male,High School,64548,0,RENT,23000,MEDICAL,12.44,0.05,4,597,Yes,0
CUST10371,Individual,34,male,High School,31169,9,RENT,23730,DEBTCONSOLIDATION,12.45,0.12,7,597,Yes,0
CUST10372,Corporate,20,Private Limited Company,Micro Enterprise,118599,14,Mortgaged Commercial Property,170000,Business Expansion,8.66,0.07,16,625,No,0
CUST10373,Individual,34,male,Bachelor,73220,11,MORTGAGE,110174,PERSONAL,11.04,0.14,6,597,Yes,0
CUST10374,Individual,36,female,High School,58501,13,RENT,22500,PERSONAL,7.03,0.04,11,597,No,0
CUST10375,Individual,23,female,Bachelor,192541,0,MORTGAGE,112000,PERSONAL,5.42,0.06,4,597,Yes,0
CUST10376,Individual,23,male,Master,58363,0,RENT,56000,PERSONAL,12.41,0.1,4,597,Yes,0
CUST10377,Individual,23,female,Master,105564,2,MORTGAGE,115000,DEBTCONSOLIDATION,10.76,0.14,2,597,Yes,0
CUST10378,Corporate,15,PLC,Micro Enterprise,102860,13,Owned Business Premises,112500,Working Capital,7.45,0.05,13,642,No,0
CUST10379,Individual,24,male,Bachelor,47293,0,RENT,22080,VENTURE,9.65,0.04,3,597,Yes,0
CUST10380,Corporate,7,PLC,Large Corporate,96989,6,Leased Business Premises,118000,Working Capital,7.09,0.05,10,671,No,0
CUST10381,Individual,24,male,Master,73118,0,RENT,112000,EDUCATION,10.54,0.16,3,597,Yes,0
CUST10382,Individual,24,female,High School,48906,2,RENT,60000,EDUCATION,8.12,0.2,3,597,Yes,0
CUST10383,Individual,38,male,Associate,72926,16,MORTGAGE,116000,MEDICAL,11.07,0.22,16,597,Yes,0
CUST10384,Individual,28,female,Master,125954,3,MORTGAGE,235000,VENTURE,10.44,0.28,10,597,No,0
CUST10385,Individual,23,male,High School,141257,1,MORTGAGE,111001,PERSONAL,6.93,0.08,5,597,Yes,0
CUST10386,Individual,27,male,Bachelor,132985,6,MORTGAGE,25000,EDUCATION,12.32,0.04,3,597,Yes,0
CUST10387,Corporate,29,Private Limited Company,Small Enterprise,129915,25,Mortgaged Commercial Property,113158,Business Expansion,9.01,0.15,23,559,Yes,0
CUST10388,Individual,23,male,High School,55181,0,RENT,60000,EDUCATION,11.1,0.18,3,597,Yes,0
CUST10389,Individual,25,male,Bachelor,72174,0,MORTGAGE,118500,EDUCATION,12.73,0.26,3,597,Yes,0
CUST10390,Corporate,9,Partnership,Small Enterprise,150946,8,Leased Business Premises,23000,Staff Training & Capacity Building,9.08,0.17,9,610,No,0
CUST10391,Corporate,10,Private Limited Company,Small Enterprise,73430,9,Owned Business Premises,57000,Debt Restructuring,9.99,0.07,12,672,No,0
CUST10392,Individual,26,male,Associate,93482,4,OWN,22797,DEBTCONSOLIDATION,10.69,0.03,4,597,Yes,0
CUST10393,Corporate,20,Private Limited Company,Micro Enterprise,76531,15,Mortgaged Commercial Property,114000,Working Capital,8.92,0.09,16,642,No,0
CUST10394,Individual,26,male,Bachelor,193391,4,RENT,58707,VENTURE,11.42,0.05,5,597,No,0
CUST10395,Corporate,15,Private Limited Company,Micro Enterprise,67074,13,Leased Business Premises,56338,Staff Training & Capacity Building,10.78,0.15,17,599,No,0
CUST10396,Individual,27,female,Associate,63169,2,RENT,57000,HOMEIMPROVEMENT,7.88,0.11,4,597,No,0
CUST10397,Corporate,21,Share Company,Medium Enterprise,79394,19,Owned Business Premises,115000,Staff Training & Capacity Building,8.72,0.06,23,619,No,0
CUST10398,Individual,22,female,Associate,86079,0,RENT,21656,EDUCATION,13.11,0.02,4,597,Yes,0
CUST10399,Corporate,22,Private Limited Company,Large Corporate,251992,19,Owned Business Premises,115199,Working Capital,10.27,0.2,21,610,No,0
CUST10400,Corporate,4,Private Limited Company,Medium Enterprise,43087,3,Mortgaged Commercial Property,22000,Business Expansion,9.54,0.12,7,598,No,0
CUST10401,Individual,34,female,Bachelor,29223,11,RENT,25000,EDUCATION,13.81,0.17,10,597,Yes,0
CUST10402,Individual,23,male,Associate,52931,0,MORTGAGE,59605,DEBTCONSOLIDATION,6.88,0.18,3,597,No,0
CUST10403,Individual,25,female,Bachelor,34532,3,OWN,59765,EDUCATION,7.82,0.28,3,597,No,0
CUST10404,Individual,28,male,Bachelor,42958,4,RENT,60000,VENTURE,11.54,0.23,8,597,Yes,0
CUST10405,Individual,27,female,Associate,35942,5,RENT,57054,DEBTCONSOLIDATION,6.68,0.2,9,597,Yes,0
CUST10406,Individual,27,male,High School,57080,0,RENT,113000,DEBTCONSOLIDATION,10.79,0.23,6,597,Yes,0
CUST10407,Individual,28,male,High School,109737,6,MORTGAGE,234322,EDUCATION,8.87,0.31,6,597,No,0
CUST10408,Individual,28,male,Associate,126399,6,MORTGAGE,174000,MEDICAL,13.16,0.19,5,597,No,1
CUST10409,Individual,23,female,Associate,38218,0,RENT,60000,VENTURE,7.7,0.26,3,597,No,1
CUST10410,Individual,26,female,Bachelor,37002,3,RENT,59000,HOMEIMPROVEMENT,17.1,0.24,4,597,No,1
